"expt_date,04/29/2024 21:11"
"subj_name,4"
"sustattn,True"
"changedetect,True"
"seed,1714396269"
"restarting,False"
"env,other"
"save_dir,./../subjects/4/data/beh/"
"debug,False"
"project_dir,./../"

blockNum,trialNum,time,setSize,freqTrials,colorInd,correctResponse,actualResp,acc,rts,probeTrials,wholereportResp,wholereportRespOrder,wholereportRespColorInd,wholereportRespAcc,wholereportRTtimeBlockStart,timeEncArrayOnset,timeResponse,timeWholeReportOnset,timeWholeReportOffset
0,0,13:11:19:840000,6,1,[7 5 0 2 1 6],1,nan,nan,nan,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,7.81503979999,nan,nan,nan
0,1,13:11:20:880000,6,1,[2 1 4 0 8 3],1,nan,nan,nan,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,8.8622382,nan,nan,nan
0,2,13:11:21:981000,6,0,[4 6 3 2 0 5],0,0.0,1.0,0.811586800002,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,9.9617324,10.7733192,nan,nan
0,3,13:11:23:034000,6,1,[3 2 6 5 8 0],1,1.0,1.0,0.712316899997,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,11.0119607,11.7242776,nan,nan
0,4,13:11:24:089000,6,1,[0 7 1 8 3 5],1,1.0,1.0,0.571202400024,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,12.0598063,12.6310087,nan,nan
0,5,13:11:25:159000,6,1,[3 2 0 7 5 4],1,1.0,1.0,0.549511499994,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,13.1106883,13.6601998,nan,nan
0,6,13:11:34:853000,6,0,[5 3 8 2 4 6],0,0.0,1.0,0.71862130001,1.0,[ 1.  1.  1.  1.  1.  1.],[ 5.  6.  1.  2.  4.  3.],[ 5.  1.  8.  2.  3.  6.],4.0,[ 5.6447475  6.5986652  2.0593477  2.75934    4.5604238  3.7519277],6.79644549999,14.176419,14.8950403,16.1856829,22.8113615
0,7,13:11:35:909000,6,1,[2 0 3 5 7 4],1,1.0,1.0,0.448625399993,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,23.8758645,24.3244899,nan,nan
0,8,13:11:36:963000,6,1,[5 3 4 6 8 1],1,1.0,1.0,0.405645999999,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,24.9266495,25.3322955,nan,nan
0,9,13:11:38:002000,6,1,[4 1 6 5 3 8],1,1.0,1.0,0.3988618,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,25.981379,26.3802408,nan,nan
0,10,13:11:39:055000,6,1,[8 2 0 4 7 6],1,1.0,1.0,0.406533100002,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,27.0325374,27.4390705,nan,nan
0,11,13:11:40:142000,6,0,[5 4 2 8 6 1],0,0.0,1.0,0.786051200004,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,28.0822223,28.8682735,nan,nan
0,12,13:11:41:197000,6,1,[6 3 0 5 1 7],1,1.0,1.0,0.64496569999,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,29.1672505,29.8122162,nan,nan
0,13,13:11:42:249000,6,1,[3 8 2 4 5 0],1,1.0,1.0,0.521218699985,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,30.2189761,30.7401948,nan,nan
0,14,13:11:43:294000,6,1,[2 1 3 8 4 7],1,1.0,1.0,0.546688500006,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,31.2672792,31.8139677,nan,nan
0,15,13:11:44:348000,6,1,[7 0 8 6 5 1],1,1.0,1.0,0.5098536,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,32.3182702,32.8281238,nan,nan
0,16,13:11:45:402000,6,1,[2 4 1 5 7 3],1,1.0,1.0,0.483984499995,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,33.3684827,33.8524672,nan,nan
0,17,13:11:56:932000,6,0,[7 6 2 0 3 4],0,nan,nan,nan,1.0,[ 1.  1.  1.  1.  1.  1.],[ 4.  3.  6.  5.  1.  2.],[ 7.  7.  0.  6.  3.  4.],3.0,[ 6.6995033  4.6012444  8.447301   7.6429551  2.3934037  3.5664854],6.79644549999,34.4177929,nan,36.4174468,44.882565
0,18,13:11:57:987000,6,1,[6 7 3 4 1 0],1,1.0,1.0,0.373932199989,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,45.9582271,46.3321593,nan,nan
0,19,13:11:59:039000,6,1,[0 8 4 7 3 5],1,1.0,1.0,0.396787000005,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,47.0073573,47.4041443,nan,nan
0,20,13:12:00:077000,6,1,[6 1 0 5 8 3],1,1.0,1.0,0.423929200013,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,48.0568822,48.4808114,nan,nan
0,21,13:12:01:128000,6,1,[2 5 3 6 0 4],1,1.0,1.0,0.448457099992,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,49.1076966,49.5561537,nan,nan
0,22,13:12:02:180000,6,0,[6 1 4 5 7 3],0,0.0,1.0,0.646301400004,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],6.79644549999,50.1578166,50.804118,nan,nan
