"expt_date,05/11/2024 19:59"
"subj_name,11"
"sustattn,True"
"changedetect,True"
"seed,1715428758"
"restarting,False"
"env,other"
"save_dir,./../subjects/11/data/beh/"
"debug,False"
"project_dir,./../"

blockNum,trialNum,time,setSize,freqTrials,colorInd,correctResponse,actualResp,acc,rts,probeTrials,wholereportResp,wholereportRespOrder,wholereportRespColorInd,wholereportRespAcc,wholereportRTtimeBlockStart,timeEncArrayOnset,timeResponse,timeWholeReportOnset,timeWholeReportOffset
0,0,11:59:27:770000,6,1,[5 6 7 4 0 2],1,1.0,1.0,0.507121499977,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],5.27747490001,6.29067300004,6.79779450002,nan,nan
0,1,11:59:28:823000,6,1,[6 7 4 0 1 2],1,1.0,1.0,0.349868999969,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],5.27747490001,7.34406140004,7.69393040001,nan,nan
0,2,11:59:29:878000,6,0,[7 0 8 2 6 1],0,nan,nan,nan,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],5.27747490001,8.39744150004,nan,nan,nan
0,3,11:59:30:936000,6,1,[1 7 4 0 8 2],1,1.0,1.0,0.810279800033,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],5.27747490001,9.4515501,10.2618299,nan,nan
0,4,11:59:31:980000,6,1,[4 3 7 6 5 0],1,1.0,1.0,0.443269199983,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],5.27747490001,10.5062799,10.9495491,nan,nan
0,5,11:59:33:042000,6,1,[8 1 6 0 4 7],1,1.0,1.0,0.319348999998,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],5.27747490001,11.5583406001,11.8776896,nan,nan
0,6,11:59:42:493000,6,0,[5 0 8 6 7 1],0,0.0,1.0,0.385269400023,1.0,[ 1.  1.  1.  1.  1.  1.],[ 6.  1.  3.  5.  4.  2.],[ 3.  0.  8.  3.  7.  0.],3.0,[ 6.340272   0.8454603  2.6158568  4.8566937  3.5761969  1.6323281],5.27747490001,12.6121752,12.9974446,14.6270599,20.9965044
0,7,11:59:43:543000,6,1,[8 7 0 2 4 5],1,1.0,1.0,0.439379899995,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],5.27747490001,22.0704662,22.5098461,nan,nan
0,8,11:59:44:602000,6,1,[6 4 1 7 2 8],1,1.0,1.0,0.29132920003,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],5.27747490001,23.1223259,23.4136551,nan,nan
0,9,11:59:45:646000,6,1,[0 5 6 2 7 1],1,1.0,1.0,0.342810800008,0.0,[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],[ nan  nan  nan  nan  nan  nan],0.0,[ nan  nan  nan  nan  nan  nan],5.27747490001,24.1746986,24.5175094,nan,nan
